#noautoenter  下线回城
#runplayer    允许穿人
#runmon       允许穿怪
#nodiedropitem 死亡不掉东西
#noprotectnewer 不保护新手
#masktype(0)  地图摭罩
#pkprohibit   禁止PK
#pkallow      允许PK(不加PK值)
#nochangeequiplist 禁止切换装备选项
#noseeothers   看不到其他玩家
#nodropitem 禁止扔东西
#addcofingroup  杀怪加疲软值
#em(number) 杀怪倍数
#execallow 地图打怪扣体力值
#expmul(number) 人物最大经验倍数
#nointeract     屏蔽玩家名字,禁止聊天,禁止查看角色信息
#nomount 禁止坐骑
#lockaction 禁止攻击和使用技能

#[地图编号 地图编号  名字  脚本触发  配置字段(支持上述的功能)

#地表地图
#[kuafu vkf 跨服战 map.kuafu runmon,runplayer
[fengml102 vtf 守卫试炼 map.fengml runmon,di(10067),di(10068),noautoenter,norelivestand,noprotectnewer,ds(406),trigerenterleave
[fengml103 vtf 守卫试炼 map.fengml runmon,di(10067),di(10068),noautoenter,norelivestand,noprotectnewer,ds(406),trigerenterleave
[fengml104 vtf 守卫试炼 map.fengml runmon,di(10067),di(10068),noautoenter,norelivestand,noprotectnewer,ds(406),trigerenterleave
[fengml105 vtf 守卫试炼 map.fengml runmon,di(10067),di(10068),noautoenter,norelivestand,noprotectnewer,ds(406),trigerenterleave
[fengml106 vtf 守卫试炼 map.fengml runmon,di(10067),di(10068),noautoenter,norelivestand,noprotectnewer,ds(406),trigerenterleave
[fengml107 vtf 守卫试炼 map.fengml runmon,di(10067),di(10068),noautoenter,norelivestand,noprotectnewer,ds(406),trigerenterleave
[fengml108 vtf 守卫试炼 map.fengml runmon,di(10067),di(10068),noautoenter,norelivestand,noprotectnewer,ds(406),trigerenterleave
[fengml109 vtf 守卫试炼 map.fengml runmon,di(10067),di(10068),noautoenter,norelivestand,noprotectnewer,ds(406),trigerenterleave
[fengml110 vtf 守卫试炼 map.fengml runmon,di(10067),di(10068),noautoenter,norelivestand,noprotectnewer,ds(406),trigerenterleave
[fengml111 vtf 守卫试炼 map.fengml runmon,di(10067),di(10068),noautoenter,norelivestand,noprotectnewer,ds(406),trigerenterleave
[fengml112 vtf 守卫试炼 map.fengml runmon,di(10067),di(10068),noautoenter,norelivestand,noprotectnewer,ds(406),trigerenterleave
[fengml113 vtf 守卫试炼 map.fengml runmon,di(10067),di(10068),noautoenter,norelivestand,noprotectnewer,ds(406),trigerenterleave
[fengml114 vtf 守卫试炼 map.fengml runmon,di(10067),di(10068),noautoenter,norelivestand,noprotectnewer,ds(406),trigerenterleave
[fengml115 vtf 守卫试炼 map.fengml runmon,di(10067),di(10068),noautoenter,norelivestand,noprotectnewer,ds(406),trigerenterleave
[fengml116 vtf 守卫试炼 map.fengml runmon,di(10067),di(10068),noautoenter,norelivestand,noprotectnewer,ds(406),trigerenterleave
[fengml117 vtf 守卫试炼 map.fengml runmon,di(10067),di(10068),noautoenter,norelivestand,noprotectnewer,ds(406),trigerenterleave
[fengml118 vtf 守卫试炼 map.fengml runmon,di(10067),di(10068),noautoenter,norelivestand,noprotectnewer,ds(406),trigerenterleave
[fengml119 vtf 守卫试炼 map.fengml runmon,di(10067),di(10068),noautoenter,norelivestand,noprotectnewer,ds(406),trigerenterleave
[fengml120 vtf 守卫试炼 map.fengml runmon,di(10067),di(10068),noautoenter,norelivestand,noprotectnewer,ds(406),trigerenterleave
[fengml121 vtf 守卫试炼 map.fengml runmon,di(10067),di(10068),noautoenter,norelivestand,noprotectnewer,ds(406),trigerenterleave
[fengml122 vtf 守卫试炼 map.fengml runmon,di(10067),di(10068),noautoenter,norelivestand,noprotectnewer,ds(406),trigerenterleave
[fengml123 vtf 守卫试炼 map.fengml runmon,di(10067),di(10068),noautoenter,norelivestand,noprotectnewer,ds(406),trigerenterleave
[fengml124 vtf 守卫试炼 map.fengml runmon,di(10067),di(10068),noautoenter,norelivestand,noprotectnewer,ds(406),trigerenterleave
[fengml125 vtf 守卫试炼 map.fengml runmon,di(10067),di(10068),noautoenter,norelivestand,noprotectnewer,ds(406),trigerenterleave
[fengml126 vtf 守卫试炼 map.fengml runmon,di(10067),di(10068),noautoenter,norelivestand,noprotectnewer,ds(406),trigerenterleave
[fengml127 vtf 守卫试炼 map.fengml runmon,di(10067),di(10068),noautoenter,norelivestand,noprotectnewer,ds(406),trigerenterleave
[fengml128 vtf 守卫试炼 map.fengml runmon,di(10067),di(10068),noautoenter,norelivestand,noprotectnewer,ds(406),trigerenterleave
[fengml129 vtf 守卫试炼 map.fengml runmon,di(10067),di(10068),noautoenter,norelivestand,noprotectnewer,ds(406),trigerenterleave
[fengml130 vtf 守卫试炼 map.fengml runmon,di(10067),di(10068),noautoenter,norelivestand,noprotectnewer,ds(406),trigerenterleave
[fengml131 vtf 守卫试炼 map.fengml runmon,di(10067),di(10068),noautoenter,norelivestand,noprotectnewer,ds(406),trigerenterleave
[fengml132 vtf 守卫试炼 map.fengml runmon,di(10067),di(10068),noautoenter,norelivestand,noprotectnewer,ds(406),trigerenterleave
[fengml133 vtf 守卫试炼 map.fengml runmon,di(10067),di(10068),noautoenter,norelivestand,noprotectnewer,ds(406),trigerenterleave
[fengml134 vtf 守卫试炼 map.fengml runmon,di(10067),di(10068),noautoenter,norelivestand,noprotectnewer,ds(406),trigerenterleave
[fengml135 vtf 守卫试炼 map.fengml runmon,di(10067),di(10068),noautoenter,norelivestand,noprotectnewer,ds(406),trigerenterleave
[fengml136 vtf 守卫试炼 map.fengml runmon,di(10067),di(10068),noautoenter,norelivestand,noprotectnewer,ds(406),trigerenterleave
[fengml137 vtf 守卫试炼 map.fengml runmon,di(10067),di(10068),noautoenter,norelivestand,noprotectnewer,ds(406),trigerenterleave
[fengml138 vtf 守卫试炼 map.fengml runmon,di(10067),di(10068),noautoenter,norelivestand,noprotectnewer,ds(406),trigerenterleave
[fengml140 vtf 守卫试炼 map.fengml runmon,di(10067),di(10068),noautoenter,norelivestand,noprotectnewer,ds(406),trigerenterleave
[fengml141 vtf 守卫试炼 map.fengml runmon,di(10067),di(10068),noautoenter,norelivestand,noprotectnewer,ds(406),trigerenterleave
[fengml142 vtf 守卫试炼 map.fengml runmon,di(10067),di(10068),noautoenter,norelivestand,noprotectnewer,ds(406),trigerenterleave
[fengml143 vtf 守卫试炼 map.fengml runmon,di(10067),di(10068),noautoenter,norelivestand,noprotectnewer,ds(406),trigerenterleave
[fengml144 vtf 守卫试炼 map.fengml runmon,di(10067),di(10068),noautoenter,norelivestand,noprotectnewer,ds(406),trigerenterleave
[fengml145 vtf 守卫试炼 map.fengml runmon,di(10067),di(10068),noautoenter,norelivestand,noprotectnewer,ds(406),trigerenterleave
[fengml146 vtf 守卫试炼 map.fengml runmon,di(10067),di(10068),noautoenter,norelivestand,noprotectnewer,ds(406),trigerenterleave
[fengml147 vtf 守卫试炼 map.fengml runmon,di(10067),di(10068),noautoenter,norelivestand,noprotectnewer,ds(406),trigerenterleave
[fengml148 vtf 守卫试炼 map.fengml runmon,di(10067),di(10068),noautoenter,norelivestand,noprotectnewer,ds(406),trigerenterleave
[fengml149 vtf 守卫试炼 map.fengml runmon,di(10067),di(10068),noautoenter,norelivestand,noprotectnewer,ds(406),trigerenterleave
[fengml150 vtf 守卫试炼 map.fengml runmon,di(10067),di(10068),noautoenter,norelivestand,noprotectnewer,ds(406),trigerenterleave
